"Word";"Polarity"
"ABLE";1
"ABUNDANCE";1
"ABUNDANT";1
"ACCLAIMED";1
"ACCOMPLISH";1
"ACCOMPLISHED";1
"ACCOMPLISHES";1
"ACCOMPLISHING";1
"ACCOMPLISHMENT";1
"ACCOMPLISHMENTS";1
"ACHIEVE";1
"ACHIEVED";1
"ACHIEVEMENT";1
"ACHIEVEMENTS";1
"ACHIEVES";1
"ACHIEVING";1
"ADEQUATELY";1
"ADVANCEMENT";1
"ADVANCEMENTS";1
"ADVANCES";1
"ADVANCING";1
"ADVANTAGE";1
"ADVANTAGED";1
"ADVANTAGEOUS";1
"ADVANTAGEOUSLY";1
"ADVANTAGES";1
"ALLIANCE";1
"ALLIANCES";1
"ASSURE";1
"ASSURED";1
"ASSURES";1
"ASSURING";1
"ATTAIN";1
"ATTAINED";1
"ATTAINING";1
"ATTAINMENT";1
"ATTAINMENTS";1
"ATTAINS";1
"ATTRACTIVE";1
"ATTRACTIVENESS";1
"BEAUTIFUL";1
"BEAUTIFULLY";1
"BENEFICIAL";1
"BENEFICIALLY";1
"BENEFIT";1
"BENEFITED";1
"BENEFITING";1
"BENEFITTED";1
"BENEFITTING";1
"BEST";1
"BETTER";1
"BOLSTERED";1
"BOLSTERING";1
"BOLSTERS";1
"BOOM";1
"BOOMING";1
"BOOST";1
"BOOSTED";1
"BREAKTHROUGH";1
"BREAKTHROUGHS";1
"BRILLIANT";1
"CHARITABLE";1
"COLLABORATE";1
"COLLABORATED";1
"COLLABORATES";1
"COLLABORATING";1
"COLLABORATION";1
"COLLABORATIONS";1
"COLLABORATIVE";1
"COLLABORATOR";1
"COLLABORATORS";1
"COMPLIMENT";1
"COMPLIMENTARY";1
"COMPLIMENTED";1
"COMPLIMENTING";1
"COMPLIMENTS";1
"CONCLUSIVE";1
"CONCLUSIVELY";1
"CONDUCIVE";1
"CONFIDENT";1
"CONSTRUCTIVE";1
"CONSTRUCTIVELY";1
"COURTEOUS";1
"CREATIVE";1
"CREATIVELY";1
"CREATIVENESS";1
"CREATIVITY";1
"DELIGHT";1
"DELIGHTED";1
"DELIGHTFUL";1
"DELIGHTFULLY";1
"DELIGHTING";1
"DELIGHTS";1
"DEPENDABILITY";1
"DEPENDABLE";1
"DESIRABLE";1
"DESIRED";1
"DESPITE";1
"DESTINED";1
"DILIGENT";1
"DILIGENTLY";1
"DISTINCTION";1
"DISTINCTIONS";1
"DISTINCTIVE";1
"DISTINCTIVELY";1
"DISTINCTIVENESS";1
"DREAM";1
"EASIER";1
"EASILY";1
"EASY";1
"EFFECTIVE";1
"EFFICIENCIES";1
"EFFICIENCY";1
"EFFICIENT";1
"EFFICIENTLY";1
"EMPOWER";1
"EMPOWERED";1
"EMPOWERING";1
"EMPOWERS";1
"ENABLE";1
"ENABLED";1
"ENABLES";1
"ENABLING";1
"ENCOURAGED";1
"ENCOURAGEMENT";1
"ENCOURAGES";1
"ENCOURAGING";1
"ENHANCE";1
"ENHANCED";1
"ENHANCEMENT";1
"ENHANCEMENTS";1
"ENHANCES";1
"ENHANCING";1
"ENJOY";1
"ENJOYABLE";1
"ENJOYABLY";1
"ENJOYED";1
"ENJOYING";1
"ENJOYMENT";1
"ENJOYS";1
"ENTHUSIASM";1
"ENTHUSIASTIC";1
"ENTHUSIASTICALLY";1
"EXCELLENCE";1
"EXCELLENT";1
"EXCELLING";1
"EXCELS";1
"EXCEPTIONAL";1
"EXCEPTIONALLY";1
"EXCITED";1
"EXCITEMENT";1
"EXCITING";1
"EXCLUSIVE";1
"EXCLUSIVELY";1
"EXCLUSIVENESS";1
"EXCLUSIVES";1
"EXCLUSIVITY";1
"EXEMPLARY";1
"FANTASTIC";1
"FAVORABLE";1
"FAVORABLY";1
"FAVORED";1
"FAVORING";1
"FAVORITE";1
"FAVORITES";1
"FRIENDLY";1
"GAIN";1
"GAINED";1
"GAINING";1
"GAINS";1
"GOOD";1
"GREAT";1
"GREATER";1
"GREATEST";1
"GREATLY";1
"GREATNESS";1
"HAPPIEST";1
"HAPPILY";1
"HAPPINESS";1
"HAPPY";1
"HIGHEST";1
"HONOR";1
"HONORABLE";1
"HONORED";1
"HONORING";1
"HONORS";1
"IDEAL";1
"IMPRESS";1
"IMPRESSED";1
"IMPRESSES";1
"IMPRESSING";1
"IMPRESSIVE";1
"IMPRESSIVELY";1
"IMPROVE";1
"IMPROVED";1
"IMPROVEMENT";1
"IMPROVEMENTS";1
"IMPROVES";1
"IMPROVING";1
"INCREDIBLE";1
"INCREDIBLY";1
"INFLUENTIAL";1
"INFORMATIVE";1
"INGENUITY";1
"INNOVATE";1
"INNOVATED";1
"INNOVATES";1
"INNOVATING";1
"INNOVATION";1
"INNOVATIONS";1
"INNOVATIVE";1
"INNOVATIVENESS";1
"INNOVATOR";1
"INNOVATORS";1
"INSIGHTFUL";1
"INSPIRATION";1
"INSPIRATIONAL";1
"INTEGRITY";1
"INVENT";1
"INVENTED";1
"INVENTING";1
"INVENTION";1
"INVENTIONS";1
"INVENTIVE";1
"INVENTIVENESS";1
"INVENTOR";1
"INVENTORS";1
"LEADERSHIP";1
"LEADING";1
"LOYAL";1
"LUCRATIVE";1
"MERITORIOUS";1
"OPPORTUNITIES";1
"OPPORTUNITY";1
"OPTIMISTIC";1
"OUTPERFORM";1
"OUTPERFORMED";1
"OUTPERFORMING";1
"OUTPERFORMS";1
"PERFECT";1
"PERFECTED";1
"PERFECTLY";1
"PERFECTS";1
"PLEASANT";1
"PLEASANTLY";1
"PLEASED";1
"PLEASURE";1
"PLENTIFUL";1
"POPULAR";1
"POPULARITY";1
"POSITIVE";1
"POSITIVELY";1
"PREEMINENCE";1
"PREEMINENT";1
"PREMIER";1
"PREMIERE";1
"PRESTIGE";1
"PRESTIGIOUS";1
"PROACTIVE";1
"PROACTIVELY";1
"PROFICIENCY";1
"PROFICIENT";1
"PROFICIENTLY";1
"PROFITABILITY";1
"PROFITABLE";1
"PROFITABLY";1
"PROGRESS";1
"PROGRESSED";1
"PROGRESSES";1
"PROGRESSING";1
"PROSPERED";1
"PROSPERING";1
"PROSPERITY";1
"PROSPEROUS";1
"PROSPERS";1
"REBOUND";1
"REBOUNDED";1
"REBOUNDING";1
"RECEPTIVE";1
"REGAIN";1
"REGAINED";1
"REGAINING";1
"RESOLVE";1
"REVOLUTIONIZE";1
"REVOLUTIONIZED";1
"REVOLUTIONIZES";1
"REVOLUTIONIZING";1
"REWARD";1
"REWARDED";1
"REWARDING";1
"REWARDS";1
"SATISFACTION";1
"SATISFACTORILY";1
"SATISFACTORY";1
"SATISFIED";1
"SATISFIES";1
"SATISFY";1
"SATISFYING";1
"SMOOTH";1
"SMOOTHING";1
"SMOOTHLY";1
"SMOOTHS";1
"SOLVES";1
"SOLVING";1
"SPECTACULAR";1
"SPECTACULARLY";1
"STABILITY";1
"STABILIZATION";1
"STABILIZATIONS";1
"STABILIZE";1
"STABILIZED";1
"STABILIZES";1
"STABILIZING";1
"STABLE";1
"STRENGTH";1
"STRENGTHEN";1
"STRENGTHENED";1
"STRENGTHENING";1
"STRENGTHENS";1
"STRENGTHS";1
"STRONG";1
"STRONGER";1
"STRONGEST";1
"SUCCEED";1
"SUCCEEDED";1
"SUCCEEDING";1
"SUCCEEDS";1
"SUCCESS";1
"SUCCESSES";1
"SUCCESSFUL";1
"SUCCESSFULLY";1
"SUPERIOR";1
"SURPASS";1
"SURPASSED";1
"SURPASSES";1
"SURPASSING";1
"TRANSPARENCY";1
"TREMENDOUS";1
"TREMENDOUSLY";1
"UNMATCHED";1
"UNPARALLELED";1
"UNSURPASSED";1
"UPTURN";1
"UPTURNS";1
"VALUABLE";1
"VERSATILE";1
"VERSATILITY";1
"VIBRANCY";1
"VIBRANT";1
"WIN";1
"WINNER";1
"WINNERS";1
"WINNING";1
"WORTHY";1
"ABANDON";-1
"ABANDONED";-1
"ABANDONING";-1
"ABANDONMENT";-1
"ABANDONMENTS";-1
"ABANDONS";-1
"ABDICATED";-1
"ABDICATES";-1
"ABDICATING";-1
"ABDICATION";-1
"ABDICATIONS";-1
"ABERRANT";-1
"ABERRATION";-1
"ABERRATIONAL";-1
"ABERRATIONS";-1
"ABETTING";-1
"ABNORMAL";-1
"ABNORMALITIES";-1
"ABNORMALITY";-1
"ABNORMALLY";-1
"ABOLISH";-1
"ABOLISHED";-1
"ABOLISHES";-1
"ABOLISHING";-1
"ABROGATE";-1
"ABROGATED";-1
"ABROGATES";-1
"ABROGATING";-1
"ABROGATION";-1
"ABROGATIONS";-1
"ABRUPT";-1
"ABRUPTLY";-1
"ABRUPTNESS";-1
"ABSENCE";-1
"ABSENCES";-1
"ABSENTEEISM";-1
"ABUSE";-1
"ABUSED";-1
"ABUSES";-1
"ABUSING";-1
"ABUSIVE";-1
"ABUSIVELY";-1
"ABUSIVENESS";-1
"ACCIDENT";-1
"ACCIDENTAL";-1
"ACCIDENTALLY";-1
"ACCIDENTS";-1
"ACCUSATION";-1
"ACCUSATIONS";-1
"ACCUSE";-1
"ACCUSED";-1
"ACCUSES";-1
"ACCUSING";-1
"ACQUIESCE";-1
"ACQUIESCED";-1
"ACQUIESCES";-1
"ACQUIESCING";-1
"ACQUIT";-1
"ACQUITS";-1
"ACQUITTAL";-1
"ACQUITTALS";-1
"ACQUITTED";-1
"ACQUITTING";-1
"ADULTERATE";-1
"ADULTERATED";-1
"ADULTERATING";-1
"ADULTERATION";-1
"ADULTERATIONS";-1
"ADVERSARIAL";-1
"ADVERSARIES";-1
"ADVERSARY";-1
"ADVERSE";-1
"ADVERSELY";-1
"ADVERSITIES";-1
"ADVERSITY";-1
"AFTERMATH";-1
"AFTERMATHS";-1
"AGAINST";-1
"AGGRAVATE";-1
"AGGRAVATED";-1
"AGGRAVATES";-1
"AGGRAVATING";-1
"AGGRAVATION";-1
"AGGRAVATIONS";-1
"ALERTED";-1
"ALERTING";-1
"ALIENATE";-1
"ALIENATED";-1
"ALIENATES";-1
"ALIENATING";-1
"ALIENATION";-1
"ALIENATIONS";-1
"ALLEGATION";-1
"ALLEGATIONS";-1
"ALLEGE";-1
"ALLEGED";-1
"ALLEGEDLY";-1
"ALLEGES";-1
"ALLEGING";-1
"ANNOY";-1
"ANNOYANCE";-1
"ANNOYANCES";-1
"ANNOYED";-1
"ANNOYING";-1
"ANNOYS";-1
"ANNUL";-1
"ANNULLED";-1
"ANNULLING";-1
"ANNULMENT";-1
"ANNULMENTS";-1
"ANNULS";-1
"ANOMALIES";-1
"ANOMALOUS";-1
"ANOMALOUSLY";-1
"ANOMALY";-1
"ANTICOMPETITIVE";-1
"ANTITRUST";-1
"ARGUE";-1
"ARGUED";-1
"ARGUING";-1
"ARGUMENT";-1
"ARGUMENTATIVE";-1
"ARGUMENTS";-1
"ARREARAGE";-1
"ARREARAGES";-1
"ARREARS";-1
"ARREST";-1
"ARRESTED";-1
"ARRESTS";-1
"ARTIFICIALLY";-1
"ASSAULT";-1
"ASSAULTED";-1
"ASSAULTING";-1
"ASSAULTS";-1
"ASSERTIONS";-1
"ATTRITION";-1
"AVERSELY";-1
"BACKDATING";-1
"BAD";-1
"BAIL";-1
"BAILOUT";-1
"BALK";-1
"BALKED";-1
"BANKRUPT";-1
"BANKRUPTCIES";-1
"BANKRUPTCY";-1
"BANKRUPTED";-1
"BANKRUPTING";-1
"BANKRUPTS";-1
"BANS";-1
"BARRED";-1
"BARRIER";-1
"BARRIERS";-1
"BOTTLENECK";-1
"BOTTLENECKS";-1
"BOYCOTT";-1
"BOYCOTTED";-1
"BOYCOTTING";-1
"BOYCOTTS";-1
"BREACH";-1
"BREACHED";-1
"BREACHES";-1
"BREACHING";-1
"BREAK";-1
"BREAKAGE";-1
"BREAKAGES";-1
"BREAKDOWN";-1
"BREAKDOWNS";-1
"BREAKING";-1
"BREAKS";-1
"BRIBE";-1
"BRIBED";-1
"BRIBERIES";-1
"BRIBERY";-1
"BRIBES";-1
"BRIBING";-1
"BRIDGE";-1
"BROKEN";-1
"BURDEN";-1
"BURDENED";-1
"BURDENING";-1
"BURDENS";-1
"BURDENSOME";-1
"BURNED";-1
"CALAMITIES";-1
"CALAMITOUS";-1
"CALAMITY";-1
"CANCEL";-1
"CANCELED";-1
"CANCELING";-1
"CANCELLATION";-1
"CANCELLATIONS";-1
"CANCELLED";-1
"CANCELLING";-1
"CANCELS";-1
"CARELESS";-1
"CARELESSLY";-1
"CARELESSNESS";-1
"CATASTROPHE";-1
"CATASTROPHES";-1
"CATASTROPHIC";-1
"CATASTROPHICALLY";-1
"CAUTION";-1
"CAUTIONARY";-1
"CAUTIONED";-1
"CAUTIONING";-1
"CAUTIONS";-1
"CEASE";-1
"CEASED";-1
"CEASES";-1
"CEASING";-1
"CENSURE";-1
"CENSURED";-1
"CENSURES";-1
"CENSURING";-1
"CHALLENGE";-1
"CHALLENGED";-1
"CHALLENGES";-1
"CHALLENGING";-1
"CHARGEOFFS";-1
"CIRCUMVENT";-1
"CIRCUMVENTED";-1
"CIRCUMVENTING";-1
"CIRCUMVENTION";-1
"CIRCUMVENTIONS";-1
"CIRCUMVENTS";-1
"CLAIMING";-1
"CLAIMS";-1
"CLAWBACK";-1
"CLOSED";-1
"CLOSEOUT";-1
"CLOSEOUTS";-1
"CLOSING";-1
"CLOSINGS";-1
"CLOSURE";-1
"CLOSURES";-1
"COERCE";-1
"COERCED";-1
"COERCES";-1
"COERCING";-1
"COERCION";-1
"COERCIVE";-1
"COLLAPSE";-1
"COLLAPSED";-1
"COLLAPSES";-1
"COLLAPSING";-1
"COLLISION";-1
"COLLISIONS";-1
"COLLUDE";-1
"COLLUDED";-1
"COLLUDES";-1
"COLLUDING";-1
"COLLUSION";-1
"COLLUSIONS";-1
"COLLUSIVE";-1
"COMPLAIN";-1
"COMPLAINED";-1
"COMPLAINING";-1
"COMPLAINS";-1
"COMPLAINT";-1
"COMPLAINTS";-1
"COMPLICATE";-1
"COMPLICATED";-1
"COMPLICATES";-1
"COMPLICATING";-1
"COMPLICATION";-1
"COMPLICATIONS";-1
"COMPULSION";-1
"CONCEALED";-1
"CONCEALING";-1
"CONCEDE";-1
"CONCEDED";-1
"CONCEDES";-1
"CONCEDING";-1
"CONCERN";-1
"CONCERNED";-1
"CONCERNS";-1
"CONCILIATING";-1
"CONCILIATION";-1
"CONCILIATIONS";-1
"CONDEMN";-1
"CONDEMNATION";-1
"CONDEMNATIONS";-1
"CONDEMNED";-1
"CONDEMNING";-1
"CONDEMNS";-1
"CONDONE";-1
"CONDONED";-1
"CONFESS";-1
"CONFESSED";-1
"CONFESSES";-1
"CONFESSING";-1
"CONFESSION";-1
"CONFINE";-1
"CONFINED";-1
"CONFINEMENT";-1
"CONFINEMENTS";-1
"CONFINES";-1
"CONFINING";-1
"CONFISCATE";-1
"CONFISCATED";-1
"CONFISCATES";-1
"CONFISCATING";-1
"CONFISCATION";-1
"CONFISCATIONS";-1
"CONFLICT";-1
"CONFLICTED";-1
"CONFLICTING";-1
"CONFLICTS";-1
"CONFRONT";-1
"CONFRONTATION";-1
"CONFRONTATIONAL";-1
"CONFRONTATIONS";-1
"CONFRONTED";-1
"CONFRONTING";-1
"CONFRONTS";-1
"CONFUSE";-1
"CONFUSED";-1
"CONFUSES";-1
"CONFUSING";-1
"CONFUSINGLY";-1
"CONFUSION";-1
"CONSPIRACIES";-1
"CONSPIRACY";-1
"CONSPIRATOR";-1
"CONSPIRATORIAL";-1
"CONSPIRATORS";-1
"CONSPIRE";-1
"CONSPIRED";-1
"CONSPIRES";-1
"CONSPIRING";-1
"CONTEMPT";-1
"CONTEND";-1
"CONTENDED";-1
"CONTENDING";-1
"CONTENDS";-1
"CONTENTION";-1
"CONTENTIONS";-1
"CONTENTIOUS";-1
"CONTENTIOUSLY";-1
"CONTESTED";-1
"CONTESTING";-1
"CONTRACTION";-1
"CONTRACTIONS";-1
"CONTRADICT";-1
"CONTRADICTED";-1
"CONTRADICTING";-1
"CONTRADICTION";-1
"CONTRADICTIONS";-1
"CONTRADICTORY";-1
"CONTRADICTS";-1
"CONTRARY";-1
"CONTROVERSIAL";-1
"CONTROVERSIES";-1
"CONTROVERSY";-1
"CONVICT";-1
"CONVICTED";-1
"CONVICTING";-1
"CONVICTION";-1
"CONVICTIONS";-1
"CORRECTED";-1
"CORRECTING";-1
"CORRECTION";-1
"CORRECTIONS";-1
"CORRECTS";-1
"CORRUPT";-1
"CORRUPTED";-1
"CORRUPTING";-1
"CORRUPTION";-1
"CORRUPTIONS";-1
"CORRUPTLY";-1
"CORRUPTNESS";-1
"COSTLY";-1
"COUNTERCLAIM";-1
"COUNTERCLAIMED";-1
"COUNTERCLAIMING";-1
"COUNTERCLAIMS";-1
"COUNTERFEIT";-1
"COUNTERFEITED";-1
"COUNTERFEITER";-1
"COUNTERFEITERS";-1
"COUNTERFEITING";-1
"COUNTERFEITS";-1
"COUNTERMEASURE";-1
"COUNTERMEASURES";-1
"CRIME";-1
"CRIMES";-1
"CRIMINAL";-1
"CRIMINALLY";-1
"CRIMINALS";-1
"CRISES";-1
"CRISIS";-1
"CRITICAL";-1
"CRITICALLY";-1
"CRITICISM";-1
"CRITICISMS";-1
"CRITICIZE";-1
"CRITICIZED";-1
"CRITICIZES";-1
"CRITICIZING";-1
"CRUCIAL";-1
"CRUCIALLY";-1
"CULPABILITY";-1
"CULPABLE";-1
"CULPABLY";-1
"CUMBERSOME";-1
"CURTAIL";-1
"CURTAILED";-1
"CURTAILING";-1
"CURTAILMENT";-1
"CURTAILMENTS";-1
"CURTAILS";-1
"CUT";-1
"CUTBACK";-1
"CUTBACKS";-1
"CYBERATTACK";-1
"CYBERATTACKS";-1
"CYBERBULLYING";-1
"CYBERCRIME";-1
"CYBERCRIMES";-1
"CYBERCRIMINAL";-1
"CYBERCRIMINALS";-1
"DAMAGE";-1
"DAMAGED";-1
"DAMAGES";-1
"DAMAGING";-1
"DAMPEN";-1
"DAMPENED";-1
"DANGER";-1
"DANGEROUS";-1
"DANGEROUSLY";-1
"DANGERS";-1
"DEADLOCK";-1
"DEADLOCKED";-1
"DEADLOCKING";-1
"DEADLOCKS";-1
"DEADWEIGHT";-1
"DEADWEIGHTS";-1
"DEBARMENT";-1
"DEBARMENTS";-1
"DEBARRED";-1
"DECEASED";-1
"DECEIT";-1
"DECEITFUL";-1
"DECEITFULNESS";-1
"DECEIVE";-1
"DECEIVED";-1
"DECEIVES";-1
"DECEIVING";-1
"DECEPTION";-1
"DECEPTIONS";-1
"DECEPTIVE";-1
"DECEPTIVELY";-1
"DECLINE";-1
"DECLINED";-1
"DECLINES";-1
"DECLINING";-1
"DEFACE";-1
"DEFACED";-1
"DEFACEMENT";-1
"DEFAMATION";-1
"DEFAMATIONS";-1
"DEFAMATORY";-1
"DEFAME";-1
"DEFAMED";-1
"DEFAMES";-1
"DEFAMING";-1
"DEFAULT";-1
"DEFAULTED";-1
"DEFAULTING";-1
"DEFAULTS";-1
"DEFEAT";-1
"DEFEATED";-1
"DEFEATING";-1
"DEFEATS";-1
"DEFECT";-1
"DEFECTIVE";-1
"DEFECTS";-1
"DEFEND";-1
"DEFENDANT";-1
"DEFENDANTS";-1
"DEFENDED";-1
"DEFENDING";-1
"DEFENDS";-1
"DEFENSIVE";-1
"DEFER";-1
"DEFICIENCIES";-1
"DEFICIENCY";-1
"DEFICIENT";-1
"DEFICIT";-1
"DEFICITS";-1
"DEFRAUD";-1
"DEFRAUDED";-1
"DEFRAUDING";-1
"DEFRAUDS";-1
"DEFUNCT";-1
"DEGRADATION";-1
"DEGRADATIONS";-1
"DEGRADE";-1
"DEGRADED";-1
"DEGRADES";-1
"DEGRADING";-1
"DELAY";-1
"DELAYED";-1
"DELAYING";-1
"DELAYS";-1
"DELETERIOUS";-1
"DELIBERATE";-1
"DELIBERATED";-1
"DELIBERATELY";-1
"DELINQUENCIES";-1
"DELINQUENCY";-1
"DELINQUENT";-1
"DELINQUENTLY";-1
"DELINQUENTS";-1
"DELIST";-1
"DELISTED";-1
"DELISTING";-1
"DELISTS";-1
"DEMISE";-1
"DEMISED";-1
"DEMISES";-1
"DEMISING";-1
"DEMOLISH";-1
"DEMOLISHED";-1
"DEMOLISHES";-1
"DEMOLISHING";-1
"DEMOLITION";-1
"DEMOLITIONS";-1
"DEMOTE";-1
"DEMOTED";-1
"DEMOTES";-1
"DEMOTING";-1
"DEMOTION";-1
"DEMOTIONS";-1
"DENIAL";-1
"DENIALS";-1
"DENIED";-1
"DENIES";-1
"DENIGRATE";-1
"DENIGRATED";-1
"DENIGRATES";-1
"DENIGRATING";-1
"DENIGRATION";-1
"DENY";-1
"DENYING";-1
"DEPLETE";-1
"DEPLETED";-1
"DEPLETES";-1
"DEPLETING";-1
"DEPLETION";-1
"DEPLETIONS";-1
"DEPRECATION";-1
"DEPRESS";-1
"DEPRESSED";-1
"DEPRESSES";-1
"DEPRESSING";-1
"DEPRIVATION";-1
"DEPRIVE";-1
"DEPRIVED";-1
"DEPRIVES";-1
"DEPRIVING";-1
"DERELICT";-1
"DERELICTION";-1
"DEROGATORY";-1
"DESTABILIZATION";-1
"DESTABILIZE";-1
"DESTABILIZED";-1
"DESTABILIZING";-1
"DESTROY";-1
"DESTROYED";-1
"DESTROYING";-1
"DESTROYS";-1
"DESTRUCTION";-1
"DESTRUCTIVE";-1
"DETAIN";-1
"DETAINED";-1
"DETENTION";-1
"DETENTIONS";-1
"DETER";-1
"DETERIORATE";-1
"DETERIORATED";-1
"DETERIORATES";-1
"DETERIORATING";-1
"DETERIORATION";-1
